[Input ID],Gene_desc,Score,Ratio H/L normalized,Intensity,logint,logRatio,[source_id],[Product Description],[# TM Domains],[SignalP Peptide]2
Tb927.11.1420,"gene_product=hypothetical protein, conserved",29.359,0.80756,1523100,14.23625829,-0.308358642,Tb927.11.1420:mRNA,"hypothetical protein, conserved",0,0
Tb927.5.590,"gene_product=protein phosphatase 1, regulatory subunit, putative",6.2645,0.80723,663780,13.40570605,-0.308948303,Tb927.5.590:mRNA,"protein phosphatase 1, regulatory subunit, putative",0,0
Tb927.3.4550,"gene_product=hypothetical protein, conserved",33.931,0.80717,3652800,15.11100455,-0.30905554,Tb927.3.4550:mRNA,kinetoplast ribosomal PPR-repeat containing protein 6,0,0
Tb927.10.8190,"gene_product=T-complex protein 1, theta subunit, putative",36.986,0.8063,13564000,16.42292978,-0.310611373,Tb927.10.8190:mRNA,"T-complex protein 1, theta subunit, putative",0,0
Tb927.11.290,"gene_product=phosphatase and tensin homologue, putative",3.6035,0.80627,260380,12.46989738,-0.310665052,Tb927.11.290:mRNA,"Phosphatase and tensin homolog, putative",0,0
Tb927.4.1140,"gene_product=phosphatidylinositol 4-kinase, putative",14.165,0.80393,1072200,13.88522317,-0.314858207,Tb927.4.1140:mRNA,"phosphatidylinositol 4-kinase, putative",0,1
Tb927.10.6970,"gene_product=serine peptidase, Clan SC, Family S9B",80,0.80328,3801100,15.15080106,-0.316025138,Tb927.10.6970:mRNA,"serine peptidase, Clan SC, Family S9B",0,0
Tb927.10.7990,"gene_product=replication factor C subunit 3, putative",22.812,0.80287,417480,12.94199192,-0.316761688,Tb927.10.7990:mRNA,"replication factor C subunit 3, putative",0,0
Tb927.2.4130,"gene_product=enoyl-CoA hydratase/Enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase, putative",18.359,0.80129,6078600,15.62028496,-0.319603623,Tb927.2.4130:mRNA,"enoyl-CoA hydratase/Enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase, putative",0,0
Tb927.7.3090,"gene_product=Galactose oxidase, central domain containing protein, putative",5.032,0.80111,300180,12.61213757,-0.319927743,Tb927.7.3090:mRNA,"Galactose oxidase, central domain containing protein, putative",0,0
Tb927.9.1770,"gene_product=Zn-finger in Ran binding protein and others/SPRY domain/HECT-domain (ubiquitin-transferase), putative",31.981,0.79998,1225900,14.01918583,-0.321964163,Tb927.9.1770:mRNA,"Zn-finger in Ran binding protein and others/SPRY domain/HECT-domain (ubiquitin-transferase), putative",0,0
Tb927.10.13020,"gene_product=Vacuolar protein sorting-associated protein 16 homolog, putative",7.043,0.79991,1283900,14.06541288,-0.322090407,Tb927.10.13020:mRNA,"Vacuolar protein sorting-associated protein 16 homolog, putative",0,0
Tb927.10.15870,"gene_product=RNA binding protein, putative",10.068,0.79986,2021100,14.51915248,-0.322180589,Tb927.10.15870:mRNA,"RNA binding protein, putative",0,0
Tb927.11.11900,gene_product=Coatomer subunit gamma,8.8414,0.79953,2189200,14.59904674,-0.322775927,Tb927.11.11900:mRNA,Coatomer subunit gamma,0,0
Tb927.2.3880,"gene_product=heterogeneous nuclear ribonucleoprotein H/F, putative",24.844,0.7995,2906700,14.88252898,-0.322830061,Tb927.2.3880:mRNA,heterogeneous nuclear ribonucleoproteins F/H homologue,0,0
Tb927.11.10720,"gene_product=hypothetical protein, conserved",100.44,0.79628,7861200,15.87744982,-0.328652273,Tb927.11.10720:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.15800,"gene_product=actin related protein 2, putative",9.6191,0.79623,693590,13.44963629,-0.328742865,Tb927.10.15800:mRNA,"actin related protein 2, putative",0,0
Tb927.8.3690,"gene_product=isocitrate dehydrogenase [NADP], mitochondrial precursor, putative",35.047,0.79614,5576200,15.5340181,-0.328905946,Tb927.8.3690:mRNA,"isocitrate dehydrogenase [NADP], mitochondrial precursor, putative",0,1
Tb927.10.7080,"gene_product=ATP-dependent DEAD/H RNA helicase, putative",5.7388,0.7935,2586700,14.76589349,-0.333697872,Tb927.10.7080:mRNA,"ATP-dependent DEAD/H RNA helicase, putative",0,0
Tb927.9.10690,"gene_product=Protein of unknown function (DUF2009), putative",18.514,0.79213,1687100,14.33852164,-0.336190878,Tb927.9.10690:mRNA,"Protein of unknown function (DUF2009), putative",0,0
Tb11.v5.0807,"gene_product=ribonuclease, putative",43.592,0.79,15192000,16.53627953,-0.340075442,Tb11.v5.0807.1,"ribonuclease, putative",0,0
Tb927.9.15210,"gene_product=ribosomal protein L36, putative",5.8442,0.78983,276160,12.52873569,-0.340385928,Tb927.9.15210:mRNA,"ribosomal protein L36, putative",0,0
Tb927.5.2320,"gene_product=Mak10 subunit, NatC N(alpha)-terminal acetyltransferase, putative",6.543,0.78792,808820,13.60333167,-0.343878939,Tb927.5.2320:mRNA,"Mak10 subunit, NatC N(alpha)-terminal acetyltransferase, putative",0,0
Tb927.11.16550,"gene_product=Zinc finger protein, C3H1 type-like",128.26,0.78729,40546000,17.51794769,-0.345032941,Tb927.11.16550:mRNA,"Zinc finger protein, C3H1 type-like",0,0
Tb927.11.3030,"gene_product=phosphoribosylpyrophosphate synthetase, putative",31.639,0.78692,5548000,15.52894806,-0.345711119,Tb927.11.3030:mRNA,"phosphoribosylpyrophosphate synthetase, putative",0,0
Tb927.11.16760,"gene_product=T-complex protein 1, alpha subunit, putative",185.43,0.78642,40956000,17.52800888,-0.346628083,Tb927.11.16760:mRNA,"T-complex protein 1, alpha subunit, putative",0,0
Tb927.4.1940,"gene_product=WD domain, G-beta repeat, putative",14.343,0.78564,1181300,13.98212608,-0.34805971,Tb927.4.1940:mRNA,"WD domain, G-beta repeat, putative",0,0
Tb927.4.1680,"gene_product=ZFP family member, putative",12.607,0.78427,1168700,13.97140258,-0.35057768,Tb927.4.1680:mRNA,"ZFP family member, putative",0,0
Tb927.11.3240,"gene_product=T-complex protein 1, zeta subunit, putative",88.92,0.78386,41353000,17.53765553,-0.351332088,Tb927.11.3240:mRNA,"T-complex protein 1, zeta subunit, putative",0,0
Tb927.11.13080,"gene_product=hypothetical protein, conserved",6.4787,0.78334,1995400,14.50635509,-0.352289466,Tb927.11.13080:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.10560,gene_product=eukaryotic translation initiation factor 4 gamma 4,10.915,0.78305,6015700,15.60988328,-0.352823664,Tb927.11.10560:mRNA,eukaryotic translation initiation factor 4 gamma 4,0,0
Tb927.3.5370,"gene_product=hypothetical protein, conserved",66.16,0.78176,1539600,14.2470332,-0.355202326,Tb927.3.5370:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.13360,"gene_product=AAA ATPase, putative",82.644,0.7817,28541000,17.16685221,-0.355313057,Tb927.11.13360:mRNA,"AAA ATPase, putative",0,0
Tb927.9.7110,"gene_product=GRAM domain containing protein, putative",80.994,0.78154,19755000,16.79891718,-0.355608381,Tb927.9.7110:mRNA,"GRAM domain containing protein, putative",0,0
Tb927.10.1540,"gene_product=zinc finger protein family member, putative",40.429,0.78087,2912000,14.88435069,-0.356845708,Tb927.10.1540:mRNA,"zinc finger protein family member, putative",0,0
Tb927.5.2890,"gene_product=AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein, putative",13.949,0.77652,3195900,14.9773793,-0.364905012,Tb927.5.2890.1:mRNA,"AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein, putative",0,1
Tb927.9.12040,"gene_product=poly A polymerase regulatory subunit, putative",20.276,0.77501,1514100,14.23033176,-0.367713169,Tb927.9.12040:mRNA,cap-specific 2???-O-methyltransferase,0,0
Tb927.5.4460,"gene_product=major vault protein, putative",43.315,0.77414,14355000,16.47960887,-0.3693336,Tb927.5.4460:mRNA,"major vault protein, putative",0,0
Tb927.5.3810,"gene_product=orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase, putative",107.45,0.77321,18777000,16.74814327,-0.371067799,Tb927.5.3810:mRNA,"orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase, putative",0,0
Tb927.1.720,gene_product=phosphoglycerate kinase,11.521,0.7718,440930,12.99664141,-0.373701051,Tb927.1.720:mRNA,phosphoglycerate kinase,0,0
Tb927.10.12890,"gene_product=bifunctional aminoacyl-tRNA synthetase, putative",61.163,0.77173,8933400,16.00530762,-0.373831905,Tb927.10.12890:mRNA,"bifunctional aminoacyl-tRNA synthetase, putative",0,0
Tb927.6.4520,"gene_product=Tumour suppressor, Mitostatin, putative",4.1934,0.7712,1136900,13.94381582,-0.374823043,Tb927.6.4520:mRNA,"Tumour suppressor, Mitostatin, putative",0,0
Tb927.7.6930,"gene_product=ATPase, putative",9.7558,0.77001,1528500,14.23979742,-0.377050913,Tb927.7.6930:mRNA,"ATPase, putative",0,1
Tb927.11.12610,gene_product=cyclin 1,6.1055,0.76988,1392700,14.14675487,-0.377294502,Tb927.11.12610:mRNA,cyclin 1,0,0
Tb927.8.980,gene_product=phosphoacetylglucosamine mutase,37.175,0.7691,5025000,15.42993601,-0.378756902,Tb927.8.980:mRNA,phosphoacetylglucosamine mutase,0,0
Tb927.11.1900,"gene_product=T-complex protein 1, beta subunit, putative",261.67,0.76605,39224000,17.48479936,-0.384489535,Tb927.11.1900:mRNA,"T-complex protein 1, beta subunit, putative",0,0
Tb927.11.2890,"gene_product=hypothetical protein, conserved",2.5876,0.76602,470360,13.06125364,-0.384546035,Tb927.11.2890:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.12450,gene_product=Bardet-Biedl syndrome 8 protein,1.2858,0.76161,155010,11.95124491,-0.392875673,Tb927.11.12450.1,Bardet-Biedl syndrome 8 protein,0,0
Tb927.3.3160,"gene_product=poly(A) polymerase, putative",5.1915,0.76141,935260,13.74857984,-0.393254577,Tb927.3.3160:mRNA,Nuclear poly(A) polymerase 1,0,0
Tb927.10.540,"gene_product=ATP-dependent RNA helicase SUB2, putative",27.193,0.76033,5884500,15.58783233,-0.395302379,Tb927.10.540:mRNA,"ATP-dependent RNA helicase SUB2, putative",0,0
Tb927.11.10960,"gene_product=2OG-Fe(II) oxygenase superfamily, putative",11.894,0.75839,2283900,14.64139507,-0.398988154,Tb927.11.10960:mRNA,"2OG-Fe(II) oxygenase superfamily, putative",0,1
Tb927.8.5465,gene_product=flagellar calcium-binding 24 kDa protein,7.2887,0.75779,209460,12.25228807,-0.400129993,Tb927.8.5465:mRNA,flagellar calcium-binding 24 kDa protein,0,0
Tb927.11.540,"gene_product=ABC transporter, mitochondrial, putative",11.591,0.7572,665790,13.40872958,-0.401253684,Tb927.11.540.1,"ABC transporter, mitochondrial, putative",5,0
Tb927.5.2380,"gene_product=hydrolase, alpha/beta fold family, putative",9.0008,0.75529,1032200,13.847203,-0.404897409,Tb927.5.2380:mRNA,"hydrolase, alpha/beta fold family, putative",0,0
Tb927.11.10990,"gene_product=translation initiation factor 2 subunit, putative",14.408,0.7546,2574600,14.76120474,-0.406215995,Tb927.11.10990:mRNA,"methylthioribose-1-phosphate isomerase, putative",0,0
Tb927.6.2720,"gene_product=calcium-binding protein, putative",3.1289,0.75072,414040,12.93371787,-0.413653176,Tb927.6.2720:mRNA,"calcium-binding protein, putative",0,0
Tb927.5.1780,"gene_product=hypothetical protein, conserved",38.243,0.74947,1407100,14.15704141,-0.416057364,Tb927.5.1780:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.6310,"gene_product=major vault protein, putative",23.679,0.74821,4350800,15.28587029,-0.418484847,Tb927.10.6310:mRNA,"major vault protein, putative",0,0
Tb927.7.330,"gene_product=Thioesterase-like superfamily, putative",2.6695,0.74518,1228600,14.02138587,-0.424339141,Tb927.7.330:mRNA,"Thioesterase-like superfamily, putative",0,0
Tb927.11.2570,"gene_product=hypothetical protein, conserved",7.6671,0.74238,539690,13.19875018,-0.429770251,Tb927.11.2570:mRNA,"hypothetical protein, conserved",0,1
Tb927.1.710,gene_product=phosphoglycerate kinase,42.268,0.74217,8027400,15.89837125,-0.430178409,Tb927.1.710:mRNA,phosphoglycerate kinase,0,0
Tb927.10.4330,"gene_product=2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative",9.8947,0.74116,703290,13.4635246,-0.432143073,Tb927.10.4330:mRNA,"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative",0,0
Tb927.2.3180,gene_product=kinetoplast polyadenylation/uridylation factor 1,27.811,0.73969,17684000,16.68817083,-0.435007323,Tb927.2.3180:mRNA,kinetoplast polyadenylation/uridylation factor 1,0,1
Tb927.11.14960,"gene_product=pumilio/PUF RNA binding protein 7, putative",18.942,0.73924,1024800,13.84000803,-0.435885272,Tb927.11.14960:mRNA,"pumilio/PUF RNA binding protein 7, putative",0,0
Tb927.2.5820,"gene_product=hypothetical protein, conserved",15.733,0.73753,758300,13.53883436,-0.439226361,Tb927.2.5820:mRNA,"hypothetical protein, conserved",0,1
Tb927.10.1060,"gene_product=T-complex protein 1, delta subunit, putative",97.793,0.73588,14101000,16.46175627,-0.44245757,Tb927.10.1060:mRNA,"T-complex protein 1, delta subunit, putative",0,0
Tb927.11.4160,gene_product=predicted C2 domain protein,19.73,0.73528,1326300,14.09790367,-0.443634351,Tb927.11.4160:mRNA,predicted C2 domain protein,0,0
Tb927.5.3920,"gene_product=peroxisome assembly protein, putative",42.12,0.73359,3941600,15.18709729,-0.446954122,Tb927.5.3920:mRNA,Peroxisome biogenesis factor 6,0,0
Tb927.11.2620,"gene_product=hypothetical protein, conserved",3.9901,0.7274,566030,13.24640236,-0.459179169,Tb927.11.2620:mRNA,"hypothetical protein, conserved",0,0
Tb927.2.2360,"gene_product=Ankyrin repeats (3 copies)/Zinc finger, C3HC4 type (RING finger), putative",7.3142,0.72435,648550,13.38249438,-0.465241131,Tb927.2.2360:mRNA,"Ankyrin repeats (3 copies)/Zinc finger, C3HC4 type (RING finger), putative",0,0
Tb927.10.13130,gene_product=UTP-glucose-1-phosphate uridylyltransferase,10.389,0.71656,426450,12.96325041,-0.480840584,Tb927.10.13130:mRNA,UTP-glucose-1-phosphate uridylyltransferase,0,1
Tb927.9.13130,"gene_product=hypothetical protein, conserved",8.7333,0.71554,363960,12.80479925,-0.482895676,Tb927.9.13130:mRNA,"hypothetical protein, conserved",0,0
Tb927.3.1970,"gene_product=DNA / pantothenate metabolism flavoprotein, putative",76.226,0.71505,11622000,16.26841041,-0.483883969,Tb927.3.1970:mRNA,"phosphopantothenoylcysteine synthetase, putative",0,0
Tb927.11.7218,gene_product=mitochondrial edited mRNA stability factor 1 subunit,35.22,0.71456,1034400,13.84933211,-0.484872939,Tb927.11.7218:mRNA,mitochondrial edited mRNA stability factor 1 subunit,0,0
Tb927.10.2610,"gene_product=Domain of unknown function (DUF1935), putative",9.1099,0.71285,1307800,14.08385689,-0.488329562,Tb927.10.2610:mRNA,"Domain of unknown function (DUF1935), putative",0,0
Tb927.10.4080,"gene_product=hypothetical protein, conserved",14.306,0.7116,539650,13.19867606,-0.490861584,Tb927.10.4080:mRNA,"hypothetical protein, conserved",0,1
Tb927.3.4800,"gene_product=hypothetical protein, conserved",3.4587,0.70429,427460,12.965616,-0.505758496,Tb927.3.4800:mRNA,"hypothetical protein, conserved",0,0
Tb927.2.5980,"gene_product=chaperone protein ClpB1, putative",33.345,0.70376,5886900,15.5882401,-0.506844578,Tb927.2.5980:mRNA,"chaperone protein ClpB1, putative",0,0
Tb927.10.350,"gene_product=protein kinase PK4, putative",30.574,0.70269,538230,13.19604126,-0.509039727,Tb927.10.350:mRNA,"protein kinase PK4, putative",0,0
Tb927.10.1990,"gene_product=major vault protein, putative",15.256,0.70068,3853000,15.16436262,-0.513172378,Tb927.10.1990:mRNA,"major vault protein, putative",0,0
Tb927.7.5890,"gene_product=hypothetical protein, conserved",61.493,0.70059,3749100,15.13702637,-0.513357699,Tb927.7.5890:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.1660,"gene_product=hypothetical protein, conserved",2.8098,0.69812,279210,12.53971947,-0.518453052,Tb927.10.1660:mRNA,"hypothetical protein, conserved",1,0
Tb927.2.5870,"gene_product=hypothetical protein, conserved",7.0546,0.69765,1336900,14.10586406,-0.519424654,Tb927.2.5870:mRNA,"hypothetical protein, conserved",0,0
Tb927.4.2370,"gene_product=hypothetical protein, conserved",3.1505,0.68556,339670,12.73572984,-0.544645159,Tb927.4.2370:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.12280,"gene_product=hypothetical protein, conserved",18.772,0.67953,1055100,13.86914611,-0.55739085,Tb927.11.12280:mRNA,"hypothetical protein, conserved",0,0
Tb927.11.3700,"gene_product=Uncharacterised ACR, YagE family COG1723, putative, unspecified product",5.5288,0.67226,676510,13.42470251,-0.572908784,Tb927.11.3700.1:mRNA,"Uncharacterised ACR, YagE family COG1723, putative, unspecified product",1,0
Tb927.10.12370,gene_product=gamma-glutamylcysteine synthetase,14.147,0.67029,2460200,14.71575321,-0.577142684,Tb927.10.12370:mRNA,gamma-glutamylcysteine synthetase,0,0
Tb927.6.730,"gene_product=hypothetical protein, conserved",5.7177,0.67014,621440,13.33979464,-0.577465572,Tb927.6.730:mRNA,"hypothetical protein, conserved",0,0
Tb11.v5.0853,"gene_product=Vacuolar sorting protein 9 (VPS9) domain containing protein, putative",7.4482,0.67008,551490,13.22037899,-0.577594748,Tb11.v5.0853.1,"Vacuolar sorting protein 9 (VPS9) domain containing protein, putative",0,0
Tb927.10.290,"gene_product=proteasome alpha 2 subunit, putative",10.1,0.66915,441330,12.99754817,-0.579598446,Tb927.10.290:mRNA,"proteasome alpha 2 subunit, putative",0,0
Tb927.9.2310,"gene_product=hypothetical protein, conserved",6.726,0.66806,542060,13.20313198,-0.581950415,Tb927.9.2310:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.9350,"gene_product=hypothetical protein, conserved",11.707,0.66668,1203100,14.00041212,-0.584933647,Tb927.10.9350:mRNA,"hypothetical protein, conserved",0,0
Tb927.9.11220,"gene_product=hypothetical protein, conserved",17.317,0.66357,605880,13.31443723,-0.591679431,Tb927.9.11220:mRNA,"tRNA import complex component, putative",1,0
Tb927.1.2570,gene_product=coatomer beta subunit,33.197,0.65789,3425300,15.04669962,-0.604081711,Tb927.1.2570:mRNA,coatomer beta subunit,0,1
Tb927.10.1070,gene_product=cdc2-related kinase 1,19.616,0.61837,6081800,15.62081126,-0.693457766,Tb927.10.1070:mRNA,cdc2-related kinase 1,0,0
Tb927.5.2570,gene_product=eukaryotic translation initiation factor 3 subunit b,2.8842,0.61154,599230,13.30340078,-0.709481228,Tb927.5.2570:mRNA,eukaryotic translation initiation factor 3 subunit b,0,0
Tb927.10.2550,gene_product=malate dehydrogenase-related,13.387,0.59975,1451500,14.18810806,-0.737566842,Tb927.10.2550:mRNA,malate dehydrogenase-related,0,0
Tb927.11.5150,"gene_product=hypothetical protein, conserved",69.47,0.58703,1158100,13.96229129,-0.768493861,Tb927.11.5150:mRNA,"hypothetical protein, conserved",0,0
Tb927.10.6700,gene_product=Kinetochore interacting protein 3,14.095,0.57416,823120,13.62085728,-0.800475269,Tb927.10.6700:mRNA,Kinetochore interacting protein 3,0,0
Tb927.8.1210,"gene_product=hypothetical protein, conserved",11.649,0.57009,694330,13.45070263,-0.8107384,Tb927.8.1210:mRNA,"hypothetical protein, conserved",0,0
Tb11.v5.0837,"gene_product=importin beta-1 subunit, putative",3.14,0.5621,737230,13.5106552,-0.83110128,Tb11.v5.0837.1,"importin beta-1 subunit, putative",0,0
Tb927.8.3080,"gene_product=hypothetical protein, conserved",6.1963,0.55751,1146400,13.95213716,-0.842930412,Tb927.8.3080:mRNA,"hypothetical protein, conserved",0,0
Tb927.1.2110,gene_product=Calpain-like protein 1.2,3.2322,0.55697,841610,13.643072,-0.844328473,Tb927.1.2110:mRNA,Calpain-like protein 1.2,0,0
Tb927.5.2690,"gene_product=inositol-1(or 4)-monophosphatase 1, putative",7.5237,0.55341,229260,12.34261201,-0.853579382,Tb927.5.2690:mRNA,"inositol-1(or 4)-monophosphatase 1, putative",0,0
Tb927.10.9430,"gene_product=phosphoribosylpyrophosphate synthetase, putative",11.076,0.54815,8533100,15.95946328,-0.867357357,Tb927.10.9430:mRNA,"phosphoribosylpyrophosphate synthetase, putative",0,0
Tb11.v5.0394,"gene_product=hypothetical protein, conserved",6.5207,0.51806,1284900,14.06619145,-0.948808899,Tb11.v5.0394.1,"hypothetical protein, conserved",0,0
Tb927.7.2420,"gene_product=glycogen synthase kinase-3 alpha, putative",4.7125,0.51449,461640,13.04254065,-0.958785059,Tb927.7.2420:mRNA,"glycogen synthase kinase-3 alpha, putative",0,0
Tb927.7.4500,"gene_product=PX domain containing protein, putative",6.7028,0.50972,882760,13.69080864,-0.972223133,Tb927.7.4500:mRNA,"PX domain containing protein, putative",0,0
Tb927.5.295b,gene_product=retrotransposon hotspot (RHS) protein 1,38.134,0.50483,5378300,15.4978829,-0.986130449,Tb927.5.295b:mRNA,retrotransposon hotspot (RHS) protein 1,0,0
Tb927.8.1740,"gene_product=hypothetical protein, conserved",4.9399,0.50381,702090,13.46181688,-0.989048337,Tb927.8.1740:mRNA,Mitochondrial import inner membrane translocase subunit TIM62,0,1
Tb927.10.4170,"gene_product=hypothetical protein, conserved",1.5211,0.35087,1429900,14.17311507,-1.510991495,Tb927.10.4170:mRNA,"hypothetical protein, conserved",0,0
Tb927.1.3170,"gene_product=CHORD, putative",1.7474,0.34862,706440,13.46799355,-1.520272757,Tb927.1.3170:mRNA,"CHORD, putative",0,0
Tb927.11.7060,gene_product=acidocalcisomal pyrophosphatase,15.313,0.32035,1045900,13.86038832,-1.642279104,Tb927.11.7060:mRNA,acidocalcisomal pyrophosphatase,0,0
Tb927.8.3660,gene_product=protein transport protein SEC23,5.6855,0.29062,6651300,15.71032288,-1.782794105,Tb927.8.3660:mRNA,protein transport protein SEC23,0,0
Tb11.v5.0685,"gene_product=hypothetical protein, conserved",7.348,0.26623,218850,12.29614184,-1.909254945,Tb11.v5.0685.1,"hypothetical protein, conserved",0,0
Tb927.6.160,"gene_product=retrotransposon hot spot protein 1 (RHS1), putative",6.788,0.26192,536770,13.19332498,-1.932801868,Tb927.6.160:mRNA,"retrotransposon hot spot protein 1 (RHS1), putative",0,0
Tb927.10.15490,"gene_product=GDP-mannose 4,6 dehydratase",8.7638,0.25344,712340,13.4763106,-1.980283854,Tb927.10.15490:mRNA,"GDP-mannose 4,6 dehydratase",0,0
Tb927.10.2370,"gene_product=Lupus La protein homolog, putative",19.474,0.24021,2407900,14.69426556,-2.057631883,Tb927.10.2370:mRNA,"Lupus La protein homolog, putative",0,0
Tb927.8.5010,gene_product=Paraflagellar rod protein 2-5,11.415,0.236,217830,12.29147022,-2.083141235,Tb927.8.5010:mRNA,Paraflagellar rod protein 2-5,0,0
Tb927.9.5100,gene_product=cAMP-specific phosphodiesterase,9.9045,0.18702,696760,13.4541963,-2.418735534,Tb927.9.5100:mRNA,cAMP-specific phosphodiesterase,0,0
Tb927.10.7790,"gene_product=ubiquitin fusion degradation protein, putative",1.5288,0.18448,360320,12.7947478,-2.438463677,Tb927.10.7790:mRNA,"ubiquitin fusion degradation protein, putative",0,0
Tb927.11.9130,gene_product=Replication factor A protein 1,4.4767,0.16524,711300,13.47484956,-2.59736513,Tb927.11.9130:mRNA,Replication factor A protein 1,0,0
Tb927.11.9050,"gene_product=p21-C-terminal region-binding protein, putative",15.91,0.1478,434630,12.98225037,-2.758281825,Tb927.11.9050:mRNA,"p21-C-terminal region-binding protein, putative",0,0
Tb927.9.5730,gene_product=nucleosome assembly protein-like protein,6.0833,0.13421,1383000,14.13976561,-2.897435924,Tb927.9.5730:mRNA,nucleosome assembly protein-like protein,0,0
Tb927.11.9700,"gene_product=transcription factor btf3, putative",3.8869,0.12963,395300,12.88740025,-2.947528458,Tb927.11.9700:mRNA,"transcription factor BTF3, putative",0,0
Tb927.11.2610,"gene_product=hypothetical protein, conserved",4.5298,0.12711,1411300,14.16002182,-2.97585056,Tb927.11.2610:mRNA,"hypothetical protein, conserved",0,0
Tb927.3.1560,gene_product=TRF-Interacting Factor 2,2.4489,0.071706,200000,12.20607265,-3.801762348,Tb927.3.1560:mRNA,TRF-Interacting Factor 2,0,0
Tb927.7.3500,"gene_product=glutathione-S-transferase/glutaredoxin, putative",4.3135,0.051442,999850,13.81536055,-4.280909456,Tb927.7.3500:mRNA,Prostaglandin E synthase,0,1
Tb927.9.9450,"gene_product=zinc finger protein family member, putative",12.954,0.046679,2940700,14.89415821,-4.421082535,Tb927.9.9450:mRNA,"zinc finger protein family member, putative",0,0
Tb927.6.4920,"gene_product=S-adenosylmethionine synthetase, putative",9.9163,0.039985,1605300,14.28882121,-4.644397302,Tb927.6.4920:mRNA,"S-adenosylmethionine synthetase, putative",0,0
Tb927.3.2230,"gene_product=succinyl-CoA synthetase alpha subunit, putative",19.331,0.024072,3868100,15.16827399,-5.376500178,Tb927.3.2230:mRNA,"succinyl-CoA synthetase alpha subunit, putative",0,0
Tb927.5.4360,"gene_product=hypothetical protein, conserved",4.5512,,138970,11.84201336,,Tb927.5.4360:mRNA,"hypothetical protein, conserved",0,0
Tb927.7.4810,"gene_product=HD domain containing protein, putative",20.995,,223540,12.31734565,,Tb927.7.4810:mRNA,"HD domain containing protein, putative",0,0
Tb927.10.5930,"gene_product=NEK family Serine/threonine-protein kinase, putative",6.2732,,131250,11.78485918,,Tb927.10.5930:mRNA,"NEK family Serine/threonine-protein kinase, putative",0,0
Tb927.10.5200,"gene_product=hypothetical protein, conserved",5.0836,,0,#NAME?,,Tb927.10.5200:mRNA,"hypothetical protein, conserved",0,0
Tb927.7.4550,gene_product=60S ribosomal protein-like,10.172,,0,#NAME?,,Tb927.7.4550:mRNA,Mitochondrial ribosomal protein L7/L12,0,1
Tb11.v5.0325,"gene_product=retrotransposon hot spot (RHS) protein, putative",3.3191,,0,#NAME?,,Tb11.v5.0325.1,"retrotransposon hot spot (RHS) protein, putative",0,0
Tb11.v5.0337,"gene_product=hypothetical protein, conserved",1.4331,,199690,12.20452144,,Tb11.v5.0337.1,"hypothetical protein, conserved",0,0
Tb927.1.1310,"gene_product=transmembrane protein, conserved",4.457,,393890,12.88382696,,Tb927.1.1310:mRNA,"transmembrane protein, conserved",1,1
Tb927.10.16150,"gene_product=ATP-dependent zinc metallopeptidase, putative",4.9989,,222610,12.31317664,,Tb927.10.16150:mRNA,"ATP-dependent zinc metallopeptidase, putative",1,0
Tb927.3.3290,"gene_product=protein kinase, putative",6.2618,,251030,12.43332773,,Tb927.3.3290:mRNA,"protein kinase, putative",0,0
Tb927.10.6880,"gene_product=glyceraldehyde 3-phosphate dehydrogenase, cytosolic",8.8764,,1557500,14.25859253,,Tb927.10.6880:mRNA,"glyceraldehyde 3-phosphate dehydrogenase, cytosolic",0,0
Tb927.10.13270,"gene_product=Periodic tryptophan protein 2 homolog, putative",8.0674,,103610,11.54838913,,Tb927.10.13270:mRNA,"Periodic tryptophan protein 2 homolog, putative",0,0
Tb927.10.4940,gene_product=Nuclear Dbf2-related kinase,4.4839,,299720,12.61060398,,Tb927.10.4940:mRNA,Nuclear Dbf2-related kinase,0,0
Tb11.v5.0763,"gene_product=MIF4G domain containing protein, putative",5.3928,,282690,12.55210617,,Tb11.v5.0763.1,"MIF4G domain containing protein, putative",0,0
Tb11.v5.0905,"gene_product=hypothetical protein, conserved",1.993,,106710,11.57787015,,Tb11.v5.0905.1,"hypothetical protein, conserved",0,0
Tb927.10.3340,"gene_product=protein kinase, putative",7.971,,249210,12.42605119,,Tb927.10.3340:mRNA,"CMGC/MAPK protein kinase, putative",0,0
Tb427.BES40.22,length=476,24.016,,0,#NAME?,,Tb427.BES40.22:mRNA,variant surface glycoprotein (VSG),0,1
